,name,href,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,hand,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
255,Johnathan Williams,https://www.espn.com/nba/player/_/id/3064528/johnathan-williams,s:40~l:46~a:3064528,d5f63a10593f3739f25a09f7e5d58854,3064528,81.0,228.0,25,F,19.0,0.0,05/22/95,https://a.espncdn.com/i/headshots/nba/players/full/3064528.png,Johnathan Williams,2,Gonzaga,"Memphis, TN",,39.0,6.0,14.2,2.2,3.7,58.3,0.0,0.1,0.0,0.9,1.6,55.7,1.8,2.3,4.2,0.5,0.4,0.2,2.0,0.5,5.2
256,Will Barton,https://www.espn.com/nba/player/_/id/6579/will-barton,s:40~l:46~a:6579,e8c90318261e5c78f07ab666de9c1ae0,6579,77.0,181.0,29,SF,5.0,12776786.0,01/06/91,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,Will Barton,8,Memphis,"Baltimore, MD",,496.0,161.0,24.4,4.1,9.5,43.4,1.2,3.3,34.7,1.7,2.2,78.6,0.8,3.5,4.2,2.5,0.4,0.7,1.6,1.4,11.1
257,Keita Bates-Diop,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop,s:40~l:46~a:3136779,d6ede5bb624923e8ce559564cfaccac0,3136779,80.0,229.0,24,SF,6.0,1416852.0,01/23/96,https://a.espncdn.com/i/headshots/nba/players/full/3136779.png,Keita Bates-Diop,2,Ohio State,"Bloomington, IL",,74.0,3.0,16.9,2.2,5.1,42.6,0.6,2.1,30.3,1.0,1.4,69.9,0.6,2.3,2.8,0.6,0.5,0.5,1.0,0.4,5.9
258,Bol Bol,https://www.espn.com/nba/player/_/id/4397102/bol-bol,s:40~l:46~a:4397102,ca22763a903c06cfdf6c571ba8c55dae,4397102,86.0,220.0,20,C,10.0,0.0,11/16/99,https://a.espncdn.com/i/headshots/nba/players/full/4397102.png,Bol Bol,1,Oregon,Sudan,,7.0,0.0,12.4,2.0,4.0,50.0,0.6,1.3,44.4,1.1,1.4,80.0,0.7,2.0,2.7,0.9,0.9,0.3,1.6,1.4,5.7
259,Vlatko Cancar,https://www.espn.com/nba/player/_/id/4230557/vlatko-cancar,s:40~l:46~a:4230557,eacea5f7c7fee0f06a31349553c9bae7,4230557,80.0,236.0,23,SF,31.0,898310.0,04/10/97,https://a.espncdn.com/i/headshots/nba/players/full/4230557.png,Vlatko Cancar,1,,Slovenia,,14.0,0.0,3.2,0.4,1.1,40.0,0.1,0.4,16.7,0.3,0.3,100.0,0.4,0.4,0.7,0.2,0.1,0.1,0.5,0.2,1.2
260,Tyler Cook,https://www.espn.com/nba/player/_/id/4066367/tyler-cook,s:40~l:46~a:4066367,5f08db14367139088f495ace7bff625d,4066367,80.0,255.0,23,PF,25.0,0.0,09/23/97,https://a.espncdn.com/i/headshots/nba/players/full/4066367.png,Tyler Cook,1,Iowa,,,13.0,0.0,4.2,0.6,0.9,66.7,0.0,0.0,0.0,0.5,0.6,87.5,0.5,0.6,1.1,0.1,0.0,0.2,0.4,0.2,1.8
261,Torrey Craig,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,s:40~l:46~a:2528693,91a15f7d0a24cb150c4b0bb2ca44b791,2528693,79.0,221.0,29,SF,3.0,2000000.0,12/19/90,https://a.espncdn.com/i/headshots/nba/players/full/2528693.png,Torrey Craig,3,USC Upstate,"Columbia, SC",B,172.0,69.0,18.6,2.0,4.5,45.1,0.7,2.2,32.0,0.5,0.8,66.0,1.1,2.3,3.4,0.8,0.6,0.4,2.2,0.5,5.3
262,Troy Daniels,https://www.espn.com/nba/player/_/id/2489530/troy-daniels,s:40~l:46~a:2489530,eab1eddaca651903f19a560cb80f6d02,2489530,76.0,205.0,29,SG,30.0,384541.0,07/15/91,https://a.espncdn.com/i/headshots/nba/players/full/2489530.png,Troy Daniels,7,Virginia Commonwealth,"Roanoke, VA",,339.0,20.0,14.9,2.3,5.6,40.1,1.6,4.1,39.5,0.4,0.5,79.9,0.2,1.1,1.3,0.5,0.1,0.3,1.3,0.6,6.6
263,PJ Dozier,https://www.espn.com/nba/player/_/id/3923250/pj-dozier,s:40~l:46~a:3923250,c12f245c806352dedc58abaf000a2a81,3923250,78.0,205.0,23,PG,35.0,0.0,10/25/96,https://a.espncdn.com/i/headshots/nba/players/full/3923250.png,PJ Dozier,3,South Carolina,"Columbia, SC",,37.0,0.0,12.6,2.0,4.9,41.1,0.5,1.5,33.3,0.6,0.8,71.0,0.4,1.5,2.0,1.8,0.2,0.4,1.3,0.8,5.1
264,Jerami Grant,https://www.espn.com/nba/player/_/id/2991070/jerami-grant,s:40~l:46~a:2991070,dc6db1badc618a7e647a83c10bb9f76f,2991070,80.0,210.0,26,PF,9.0,9346153.0,03/12/94,https://a.espncdn.com/i/headshots/nba/players/full/2991070.png,Jerami Grant,6,Syracuse,"Portland, OR",,454.0,169.0,24.5,3.3,7.0,46.5,0.8,2.4,34.7,1.9,2.9,66.9,0.9,2.9,3.9,1.1,1.1,0.6,2.3,0.9,9.3
265,Gary Harris,https://www.espn.com/nba/player/_/id/2999547/gary-harris,s:40~l:46~a:2999547,80977674266a5c4a16a5f7efe9961fe0,2999547,76.0,210.0,26,SG,14.0,17839286.0,09/14/94,https://a.espncdn.com/i/headshots/nba/players/full/2999547.png,Gary Harris,6,Michigan State,"Fishers, IN",,368.0,306.0,29.0,4.5,10.0,45.4,1.5,4.1,36.0,1.6,1.9,80.3,0.6,2.0,2.6,2.1,0.2,1.3,1.8,1.2,12.1
266,Nikola Jokic,https://www.espn.com/nba/player/_/id/3112335/nikola-jokic,s:40~l:46~a:3112335,22f5751106ae1587f01b33965365ce0d,3112335,84.0,284.0,25,C,15.0,27504630.0,02/19/95,https://a.espncdn.com/i/headshots/nba/players/full/3112335.png,Nikola Jokic,5,,,,381.0,340.0,29.0,6.5,12.4,52.4,0.9,2.7,33.8,3.0,3.6,82.6,2.6,7.0,9.6,5.5,0.7,1.1,2.8,2.5,17.0
267,Paul Millsap,https://www.espn.com/nba/player/_/id/3015/paul-millsap,s:40~l:46~a:3015,a9c367e6c01d7822acb9e11a595abd7e,3015,79.0,257.0,35,PF,4.0,30350000.0,02/10/85,https://a.espncdn.com/i/headshots/nba/players/full/3015.png,Paul Millsap,14,Louisiana Tech,"Monroe, LA",,996.0,709.0,29.1,5.2,10.7,49.0,0.5,1.4,34.3,3.0,4.1,73.7,2.2,5.1,7.3,2.3,1.0,1.3,3.1,1.8,14.0
268,Monte Morris,https://www.espn.com/nba/player/_/id/3059310/monte-morris,s:40~l:46~a:3059310,5f7ea6e5937e1ab007f3f00cd895ee12,3059310,74.0,183.0,25,PG,11.0,1588231.0,06/27/95,https://a.espncdn.com/i/headshots/nba/players/full/3059310.png,Monte Morris,3,Iowa State,"Grand Rapids, MI",,158.0,18.0,23.0,3.9,8.1,47.9,1.0,2.5,39.8,0.9,1.1,82.6,0.4,1.7,2.1,3.5,0.1,0.8,1.1,0.7,9.6
269,Jamal Murray,https://www.espn.com/nba/player/_/id/3936299/jamal-murray,s:40~l:46~a:3936299,153b92a9848974e3c5246527eb991e84,3936299,76.0,215.0,23,PG,27.0,4444746.0,02/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3936299.png,Jamal Murray,4,Kentucky,"Kitchener, ON",,297.0,222.0,29.2,5.7,13.0,43.9,1.8,5.1,35.8,2.3,2.6,88.0,0.8,2.8,3.6,3.7,0.3,0.9,1.9,1.9,15.6
270,Mason Plumlee,https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,s:40~l:46~a:2488653,058a249e89295de15f074f1b4ba96a90,2488653,83.0,254.0,30,PF,7.0,14041096.0,03/05/90,https://a.espncdn.com/i/headshots/nba/players/full/2488653.png,Mason Plumlee,7,Duke,"Fort Wayne, IN",,532.0,257.0,21.6,3.3,5.7,57.4,0.0,0.1,6.3,1.8,3.2,56.2,2.0,4.2,6.2,2.2,0.9,0.8,2.7,1.5,8.3
271,Michael Porter Jr.,https://www.espn.com/nba/player/_/id/4278104/michael-porter-jr,s:40~l:46~a:4278104,84f89e6d8dd85b8bbfe783ba59ee5121,4278104,82.0,218.0,22,PF,1.0,3389400.0,06/29/98,https://a.espncdn.com/i/headshots/nba/players/full/4278104.png,Michael Porter Jr.,1,Missouri,"Columbia, MO",L,55.0,8.0,16.4,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.5,0.5,1.8,0.9,9.3
272,Noah Vonleh,https://www.espn.com/nba/player/_/id/3078284/noah-vonleh,s:40~l:46~a:3078284,5303c6086f92e5a2564ccbfde6de2c07,3078284,82.0,257.0,25,PF,32.0,2000000.0,08/24/95,https://a.espncdn.com/i/headshots/nba/players/full/3078284.png,Noah Vonleh,6,Indiana,"Haverhill, MA",,335.0,171.0,16.9,1.9,4.1,46.0,0.3,0.9,31.0,0.9,1.2,69.1,1.4,3.8,5.2,0.8,0.4,0.4,1.8,0.8,5.0
273,Malik Beasley,https://www.espn.com/nba/player/_/id/3907822/malik-beasley,s:40~l:46~a:3907822,4e963496bb602e6e6db0b0b2da819023,3907822,76.0,187.0,23,SG,5.0,2731714.0,11/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,Malik Beasley,4,Florida State,"Atlanta, GA",,220.0,33.0,17.5,3.1,6.9,44.8,1.4,3.6,38.8,0.6,0.8,80.0,0.3,1.7,2.0,1.0,0.1,0.5,1.1,0.7,8.2
274,Jarrett Culver,https://www.espn.com/nba/player/_/id/4277928/jarrett-culver,s:40~l:46~a:4277928,343415f5ba4d54328c23a0de18ca5855,4277928,78.0,195.0,21,SG,23.0,5813640.0,02/20/99,https://a.espncdn.com/i/headshots/nba/players/full/4277928.png,Jarrett Culver,1,Texas Tech,"Dallas, TX",,63.0,35.0,23.9,3.7,9.0,40.4,1.0,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,0.6,0.9,2.0,1.3,9.2
275,Jacob Evans,https://www.espn.com/nba/player/_/id/3934621/jacob-evans,s:40~l:46~a:3934621,5a6af35880410290065f67ccf45594b2,3934621,76.0,210.0,23,SG,12.0,1925880.0,06/18/97,https://a.espncdn.com/i/headshots/nba/players/full/3934621.png,Jacob Evans,2,Cincinnati,"Jacksonville, NC",,59.0,2.0,10.5,1.1,3.2,33.7,0.3,0.9,31.5,0.4,0.5,83.3,0.3,0.9,1.1,0.9,0.3,0.3,1.2,0.6,2.8
276,Juan Hernangomez,https://www.espn.com/nba/player/_/id/4017839/juan-hernangomez,s:40~l:46~a:4017839,bb4390fb76cd2f8189cf158d98d39ad3,4017839,81.0,214.0,25,PF,41.0,3321030.0,09/28/95,https://a.espncdn.com/i/headshots/nba/players/full/4017839.png,Juan Hernangomez,4,,Spain,,205.0,51.0,16.1,1.8,4.2,42.8,0.8,2.3,35.9,0.9,1.2,72.2,0.8,2.6,3.4,0.7,0.2,0.4,1.2,0.5,5.3
277,James Johnson,https://www.espn.com/nba/player/_/id/3999/james-johnson,s:40~l:46~a:3999,f670d8691536fbd40fb3f09e48429437,3999,79.0,240.0,33,PF,16.0,15349400.0,02/20/87,https://a.espncdn.com/i/headshots/nba/players/full/3999.png,James Johnson,11,Wake Forest,"Cheyenne, WY",,634.0,220.0,20.6,3.1,6.6,47.7,0.5,1.6,31.0,1.2,1.7,69.3,0.8,2.8,3.6,2.1,0.9,0.8,2.2,1.5,8.0
278,Jake Layman,https://www.espn.com/nba/player/_/id/2982268/jake-layman,s:40~l:46~a:2982268,1a2ccb0dbcce546d7b4a69818851c7d1,2982268,80.0,209.0,26,SF,10.0,3581986.0,03/07/94,https://a.espncdn.com/i/headshots/nba/players/full/2982268.png,Jake Layman,4,Maryland,"Norwood, MA",,164.0,37.0,13.7,2.1,4.5,45.6,0.6,2.0,30.9,0.5,0.8,72.4,0.5,1.4,1.9,0.5,0.3,0.4,1.2,0.5,5.3
279,Kelan Martin,https://www.espn.com/nba/player/_/id/3133596/kelan-martin,s:40~l:46~a:3133596,dd4b50349e3eadf8ca8c1862aa4d2da1,3133596,77.0,230.0,25,SF,30.0,0.0,08/03/95,https://a.espncdn.com/i/headshots/nba/players/full/3133596.png,Kelan Martin,1,Butler,"Louisville, KY",,31.0,4.0,16.0,2.3,5.8,39.2,0.8,3.1,26.0,1.0,1.0,96.8,0.4,2.7,3.1,0.7,0.3,0.2,1.6,0.6,6.4
280,Jordan McLaughlin,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin,s:40~l:46~a:3134916,e1d2e36a3b3fce76d98e476fabd4add9,3134916,71.0,185.0,24,PG,6.0,0.0,04/09/96,https://a.espncdn.com/i/headshots/nba/players/full/3134916.png,Jordan McLaughlin,1,USC,"Pasadena, CA",,30.0,2.0,19.7,2.9,5.9,48.9,1.0,2.5,38.2,0.9,1.3,66.7,0.2,1.4,1.6,4.2,0.1,1.1,1.0,1.0,7.6
281,Jaylen Nowell,https://www.espn.com/nba/player/_/id/4278541/jaylen-nowell,s:40~l:46~a:4278541,e2bca5e9c0ecb5334f6c95e33d937777,4278541,76.0,201.0,21,SG,4.0,1400000.0,07/09/99,https://a.espncdn.com/i/headshots/nba/players/full/4278541.png,Jaylen Nowell,1,Washington,"Seattle, WA",,15.0,0.0,10.1,1.3,3.5,35.8,0.2,1.7,11.5,1.1,1.1,94.1,0.2,0.7,0.9,1.3,0.1,0.2,0.7,0.2,3.8
282,Josh Okogie,https://www.espn.com/nba/player/_/id/4065663/josh-okogie,s:40~l:46~a:4065663,d48af5178b3f1f26ad6b688b2de84fb4,4065663,76.0,213.0,22,SF,20.0,2530680.0,09/01/98,https://a.espncdn.com/i/headshots/nba/players/full/4065663.png,Josh Okogie,2,Georgia Tech,Nigeria,,136.0,80.0,24.3,2.7,6.7,40.4,0.7,2.7,27.4,2.0,2.6,76.5,0.9,2.6,3.6,1.4,0.4,1.1,2.2,1.1,8.1
283,Naz Reid,https://www.espn.com/nba/player/_/id/4396971/naz-reid,s:40~l:46~a:4396971,f8d497e7586c2aa74da13af638ca26e1,4396971,81.0,264.0,21,C,11.0,898310.0,08/26/99,https://a.espncdn.com/i/headshots/nba/players/full/4396971.png,Naz Reid,1,LSU,"Asbury Park, NJ",,30.0,11.0,16.5,3.3,8.1,41.2,1.1,3.2,33.0,1.2,1.8,69.8,1.1,3.0,4.1,1.2,0.7,0.6,2.8,0.7,9.0
284,D'Angelo Russell,https://www.espn.com/nba/player/_/id/3136776/dangelo-russell,s:40~l:46~a:3136776,155978bc3f36925fc5b2b0f15c5a2a13,3136776,76.0,193.0,24,SG,0.0,27285000.0,02/23/96,https://a.espncdn.com/i/headshots/nba/players/full/3136776.png,D'Angelo Russell,5,Ohio State,"Louisville, KY",,317.0,269.0,29.0,6.4,15.3,42.0,2.4,6.6,35.6,2.2,2.9,77.2,0.6,3.1,3.7,5.3,0.2,1.1,1.9,2.9,17.5
285,Omari Spellman,https://www.espn.com/nba/player/_/id/4065836/omari-spellman,s:40~l:46~a:4065836,7cee5c4a7e54efc730aaa8b4c87ce8e0,4065836,80.0,245.0,23,PF,14.0,1897800.0,07/21/97,https://a.espncdn.com/i/headshots/nba/players/full/4065836.png,Omari Spellman,2,Villanova,"Cleveland, OH",,95.0,14.0,17.8,2.4,5.7,41.7,0.9,2.5,36.6,1.1,1.4,76.6,1.6,2.8,4.3,1.0,0.5,0.6,1.4,0.9,6.8
286,Karl-Anthony Towns,https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,s:40~l:46~a:3136195,12998df5b137fe328e90f3844e8d8ee6,3136195,83.0,248.0,24,C,32.0,27285000.0,11/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3136195.png,Karl-Anthony Towns,5,Kentucky,"Piscataway, NJ",,358.0,358.0,34.4,8.6,16.0,53.4,1.4,3.6,39.6,4.1,5.0,83.1,3.1,8.6,11.8,2.8,1.5,0.8,3.3,2.5,22.7
287,Evan Turner,https://www.espn.com/nba/player/_/id/4239/evan-turner,s:40~l:46~a:4239,ab9d5a47f74411339afc31a607897a3b,4239,78.0,220.0,31,SG,1.0,18606556.0,10/27/88,https://a.espncdn.com/i/headshots/nba/players/full/4239.png,Evan Turner,10,Ohio State,"Chicago, IL",L,705.0,295.0,26.9,3.9,9.0,43.4,0.4,1.3,29.4,1.5,1.9,78.2,0.6,4.1,4.6,3.5,0.3,0.8,2.0,1.8,9.7
288,Jarred Vanderbilt,https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,s:40~l:46~a:4278077,888ccde398d46ef8c697d6a4ce158f87,4278077,81.0,214.0,21,PF,3.0,1416852.0,04/03/99,https://a.espncdn.com/i/headshots/nba/players/full/4278077.png,Jarred Vanderbilt,2,Kentucky,"Houston, TX",B,28.0,0.0,4.1,0.5,1.0,51.9,0.0,0.1,0.0,0.3,0.4,66.7,0.4,0.8,1.1,0.2,0.1,0.3,0.5,0.5,1.3
289,Steven Adams,https://www.espn.com/nba/player/_/id/2991235/steven-adams,s:40~l:46~a:2991235,1173a08695c4a53b2b283a646057f63f,2991235,83.0,265.0,27,C,12.0,25842697.0,07/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,Steven Adams,7,Pittsburgh,New Zealand,,530.0,466.0,26.8,4.1,6.9,58.9,0.0,0.0,10.0,1.7,3.0,55.7,3.4,4.2,7.6,1.2,1.0,0.9,2.6,1.4,9.8
290,Darius Bazley,https://www.espn.com/nba/player/_/id/4423545/darius-bazley,s:40~l:46~a:4423545,dc51779c0f1a03c8f807c7916c852c77,4423545,80.0,208.0,20,SF,7.0,2284800.0,06/12/00,https://a.espncdn.com/i/headshots/nba/players/full/4423545.png,Darius Bazley,1,,"Boston, MA",,61.0,9.0,18.5,2.0,5.2,39.4,0.8,2.3,34.8,0.7,1.0,69.4,0.5,3.5,4.0,0.7,0.7,0.4,0.9,0.7,5.6
291,Deonte Burton,https://www.espn.com/nba/player/_/id/3059358/deonte-burton,s:40~l:46~a:3059358,e260d39f6e5472285f5f968d767460eb,3059358,76.0,240.0,26,SG,30.0,1416852.0,01/31/94,https://a.espncdn.com/i/headshots/nba/players/full/3059358.png,Deonte Burton,2,Iowa State,"Milwaukee, WI",,71.0,0.0,8.4,1.1,2.9,36.7,0.3,1.1,22.5,0.2,0.4,61.5,0.2,1.0,1.2,0.4,0.3,0.2,0.9,0.4,2.6
292,Hamidou Diallo,https://www.espn.com/nba/player/_/id/4080610/hamidou-diallo,s:40~l:46~a:4080610,4d118512df3316dab2b668efb4119ecb,4080610,77.0,202.0,22,SG,6.0,1416852.0,07/31/98,https://a.espncdn.com/i/headshots/nba/players/full/4080610.png,Hamidou Diallo,2,Kentucky,"Queens, NY",,97.0,6.0,14.7,2.1,4.8,44.9,0.2,0.8,24.7,0.8,1.3,60.7,0.8,1.9,2.7,0.5,0.2,0.6,1.8,0.8,5.2
293,Luguentz Dort,https://www.espn.com/nba/player/_/id/4397020/luguentz-dort,s:40~l:46~a:4397020,7f199b6758d7790d458c29e62293032b,4397020,75.0,215.0,21,SG,5.0,155647.0,04/19/99,https://a.espncdn.com/i/headshots/nba/players/full/4397020.png,Luguentz Dort,1,Arizona State,Canada,,36.0,28.0,22.8,2.4,6.1,39.5,0.8,2.8,29.7,1.2,1.5,79.2,0.7,1.6,2.3,0.8,0.1,0.9,2.7,0.6,6.8
294,Terrance Ferguson,https://www.espn.com/nba/player/_/id/4230546/terrance-ferguson,s:40~l:46~a:4230546,405e1db7733f430eabd42b2e10dc2773,4230546,78.0,190.0,22,SF,23.0,2475840.0,05/17/98,https://a.espncdn.com/i/headshots/nba/players/full/4230546.png,Terrance Ferguson,3,,"Tulsa, OK",,191.0,124.0,20.7,1.7,4.3,40.6,1.0,3.0,33.7,0.3,0.4,75.3,0.4,1.0,1.4,0.7,0.2,0.5,2.5,0.5,4.8
295,Danilo Gallinari,https://www.espn.com/nba/player/_/id/3428/danilo-gallinari,s:40~l:46~a:3428,fe07bfed3cf351431057d0b211220b4c,3428,82.0,233.0,32,PF,8.0,22615559.0,08/08/88,https://a.espncdn.com/i/headshots/nba/players/full/3428.png,Danilo Gallinari,11,,Italy,,611.0,541.0,30.9,4.9,11.5,42.7,2.0,5.2,38.0,4.4,5.0,87.3,0.7,4.2,4.9,2.0,0.4,0.8,1.8,1.3,16.2
296,Shai Gilgeous-Alexander,https://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,s:40~l:46~a:4278073,4dcec4093ff928812bc3b4289ce6c36d,4278073,77.0,180.0,22,SG,2.0,3952920.0,07/12/98,https://a.espncdn.com/i/headshots/nba/players/full/4278073.png,Shai Gilgeous-Alexander,2,Kentucky,"Toronto, ON",R,152.0,143.0,30.3,5.4,11.4,47.3,0.9,2.6,35.4,2.9,3.6,80.4,0.7,3.6,4.2,3.3,0.6,1.2,1.9,1.8,14.6
297,Kevin Hervey,https://www.espn.com/nba/player/_/id/3143565/kevin-hervey,s:40~l:46~a:3143565,1fac07b517c3c22f023e5561a0153ebf,3143565,81.0,230.0,24,PF,15.0,,07/09/96,https://a.espncdn.com/i/headshots/nba/players/full/3143565.png,Kevin Hervey,1,Texas-Arlington,"Dallas, TX",,10.0,0.0,5.2,0.7,2.7,25.9,0.3,2.0,15.0,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.1,0.1,0.4,0.0,1.7
298,Mike Muscala,https://www.espn.com/nba/player/_/id/2490089/mike-muscala,s:40~l:46~a:2490089,a288cccb5f3ee54ea843741c1a17e3ad,2490089,82.0,240.0,29,PF,33.0,2028594.0,07/01/91,https://a.espncdn.com/i/headshots/nba/players/full/2490089.png,Mike Muscala,7,Bucknell,,,354.0,30.0,15.4,2.0,4.4,46.0,0.8,2.1,36.8,0.7,0.9,83.9,0.9,2.3,3.1,0.9,0.5,0.4,1.5,0.6,5.6
299,Abdel Nader,https://www.espn.com/nba/player/_/id/2595435/abdel-nader,s:40~l:46~a:2595435,0046bb98c4e9bd5b878ea3a3f336c411,2595435,77.0,225.0,27,SF,11.0,1618520.0,09/25/93,https://a.espncdn.com/i/headshots/nba/players/full/2595435.png,Abdel Nader,3,Iowa State,,,164.0,8.0,12.7,1.6,3.8,42.1,0.6,1.8,35.2,0.6,0.9,71.6,0.3,1.5,1.8,0.5,0.3,0.4,1.2,0.6,4.5
300,Nerlens Noel,https://www.espn.com/nba/player/_/id/2991280/nerlens-noel,s:40~l:46~a:2991280,e5b55e3dff2c1cd1e3ef7ce77ef21c62,2991280,82.0,220.0,26,C,9.0,1620564.0,04/10/94,https://a.espncdn.com/i/headshots/nba/players/full/2991280.png,Nerlens Noel,6,Kentucky,"Malden, MA",,361.0,167.0,22.1,3.3,6.1,54.3,0.0,0.0,28.6,1.4,2.2,64.8,1.9,4.3,6.2,1.2,1.4,1.3,2.5,1.4,8.0
301,Chris Paul,https://www.espn.com/nba/player/_/id/2779/chris-paul,s:40~l:46~a:2779,63c7648a60bac799d355f7f1d43f3a55,2779,73.0,175.0,35,PG,3.0,38506482.0,05/06/85,https://a.espncdn.com/i/headshots/nba/players/full/2779.png,Chris Paul,15,Wake Forest,"Winston-salem, NC",B,1020.0,1020.0,34.9,6.5,13.7,47.0,1.4,3.7,37.0,4.2,4.8,87.0,0.7,3.9,4.5,9.5,0.1,2.2,2.5,2.4,18.5
302,Andre Roberson,https://www.espn.com/nba/player/_/id/2530596/andre-roberson,s:40~l:46~a:2530596,0371ff0d488c953214ec9750b12d9357,2530596,79.0,210.0,28,SG,21.0,10740740.0,12/04/91,https://a.espncdn.com/i/headshots/nba/players/full/2530596.png,Andre Roberson,6,Colorado,"Las Cruces, NM",,302.0,269.0,22.3,1.9,4.0,47.7,0.4,1.4,25.5,0.4,0.9,46.8,1.2,2.8,4.0,0.9,0.7,0.9,2.2,0.6,4.6
303,Isaiah Roby,https://www.espn.com/nba/player/_/id/4066392/isaiah-roby,s:40~l:46~a:4066392,5ca5512744c745602c21fd80b365d7ab,4066392,80.0,230.0,22,SF,22.0,1500000.0,02/03/98,https://a.espncdn.com/i/headshots/nba/players/full/4066392.png,Isaiah Roby,1,Nebraska,"Dixon, IL",,3.0,0.0,3.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
304,Dennis Schroder,https://www.espn.com/nba/player/_/id/3032979/dennis-schroder,s:40~l:46~a:3032979,ed50e972a95d6b5c3fcd0d75616d1159,3032979,73.0,172.0,27,PG,17.0,15500000.0,09/15/93,https://a.espncdn.com/i/headshots/nba/players/full/3032979.png,Dennis Schroder,7,,Germany,,496.0,177.0,25.5,5.3,12.2,43.6,1.1,3.4,33.7,2.3,2.8,82.8,0.4,2.4,2.8,4.6,0.1,0.8,1.9,2.4,14.1
305,Jaylen Adams,https://www.espn.com/nba/player/_/id/3133874/jaylen-adams,s:40~l:46~a:3133874,4f07027136b4f03a8579b42adb486081,3133874,74.0,190.0,24,PG,10.0,,05/04/96,https://a.espncdn.com/i/headshots/nba/players/full/3133874.png,Jaylen Adams,1,St. Bonaventure,"Baltimore, MD",,34.0,1.0,12.6,1.1,3.2,34.5,0.7,2.2,33.8,0.2,0.3,77.8,0.3,1.4,1.8,1.9,0.1,0.4,1.3,0.8,3.2
306,Carmelo Anthony,https://www.espn.com/nba/player/_/id/1975/carmelo-anthony,s:40~l:46~a:1975,db501da06d65c25837a12cbe8e0f5fba,1975,80.0,238.0,36,PF,0.0,1364204.0,05/29/84,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,Carmelo Anthony,17,Syracuse,"New York, NY",,1122.0,1114.0,35.7,8.4,18.8,44.8,1.3,3.7,34.9,5.4,6.6,81.2,1.7,4.8,6.5,2.9,0.5,1.0,2.9,2.6,23.6
307,Trevor Ariza,https://www.espn.com/nba/player/_/id/2426/trevor-ariza,s:40~l:46~a:2426,60b70b192f0ace9fc73c119a06adc631,2426,80.0,215.0,35,SF,8.0,12195122.0,06/30/85,https://a.espncdn.com/i/headshots/nba/players/full/2426.png,Trevor Ariza,16,UCLA,"Miami, FL",,1064.0,731.0,29.7,3.8,8.9,42.3,1.4,4.1,35.2,1.6,2.2,73.2,1.0,3.8,4.8,2.2,0.3,1.5,2.0,1.4,10.5
308,Moses Brown,https://www.espn.com/nba/player/_/id/4397126/moses-brown,s:40~l:46~a:4397126,fda5f791c73e010f8810bebc2627680b,4397126,86.0,245.0,21,C,4.0,0.0,10/13/99,https://a.espncdn.com/i/headshots/nba/players/full/4397126.png,Moses Brown,1,UCLA,,,9.0,0.0,3.7,0.4,1.1,40.0,0.0,0.0,0.0,0.3,0.9,37.5,0.3,1.2,1.6,0.1,0.1,0.1,0.8,0.3,1.2
309,Zach Collins,https://www.espn.com/nba/player/_/id/4066650/zach-collins,s:40~l:46~a:4066650,c68386fb23ff62e4b2b03f8843a3f35c,4066650,83.0,250.0,22,PF,33.0,4240200.0,11/19/97,https://a.espncdn.com/i/headshots/nba/players/full/4066650.png,Zach Collins,3,Gonzaga,"North Las Vegas, NV",,154.0,12.0,17.5,2.2,4.9,44.4,0.5,1.6,32.4,0.8,1.1,72.2,1.2,2.8,4.0,0.9,0.7,0.3,2.2,1.0,5.7
